blank,repo,tc_type,tc_indicator,location,profile,restriction,ils_holding_id,aos,string
,3,box,2,/locations/23652,/container_profiles/3,Open,MC165_add1,/repositories/3/archival_objects/358946,MC165_box_2
,3,box,3,/locations/23652,/container_profiles/3,Open,MC165_add2,/repositories/3/archival_objects/358946,MC165_box_3
,3,box,5,/locations/23652,/container_profiles/3,Open,MC165_add3,/repositories/3/archival_objects/358947,MC165_box_5
,3,box,6,/locations/23652,/container_profiles/3,Open,MC165_add4,/repositories/3/archival_objects/358947,MC165_box_6
,3,box,500,/locations/23652,/container_profiles/3,Open,MC165_add5,/repositories/3/archival_objects/358954,MC165_box_500
,3,box,501,/locations/23652,/container_profiles/3,Open,MC165_add6,/repositories/3/archival_objects/358954,MC165_box_501
,3,box,8,/locations/23652,/container_profiles/3,Open,MC165_add7,/repositories/3/archival_objects/358959,MC165_box_8
,3,box,91,/locations/23652,/container_profiles/3,Open,MC165_add8,/repositories/3/archival_objects/359040,MC165_box_91
,3,box,92,/locations/23652,/container_profiles/3,Open,MC165_add9,/repositories/3/archival_objects/359040,MC165_box_92
,3,box,98,/locations/23652,/container_profiles/3,Open,MC165_add10,/repositories/3/archival_objects/359045,MC165_box_98
,3,box,99,/locations/23652,/container_profiles/3,Open,MC165_add11,/repositories/3/archival_objects/359045,MC165_box_99
,3,box,179,/locations/23652,/container_profiles/3,Open,MC165_add12,/repositories/3/archival_objects/359124,MC165_box_179
,3,box,180,/locations/23652,/container_profiles/3,Open,MC165_add13,/repositories/3/archival_objects/359124,MC165_box_180
,3,box,190,/locations/23652,/container_profiles/3,Open,MC165_add14,/repositories/3/archival_objects/359125,MC165_box_190
,3,box,191,/locations/23652,/container_profiles/3,Open,MC165_add15,/repositories/3/archival_objects/359125,MC165_box_191
,3,box,198,/locations/23652,/container_profiles/3,Open,MC165_add16,/repositories/3/archival_objects/359126,MC165_box_198
,3,box,199,/locations/23652,/container_profiles/3,Open,MC165_add17,/repositories/3/archival_objects/359126,MC165_box_199
,3,box,204,/locations/23652,/container_profiles/3,Open,MC165_add18,/repositories/3/archival_objects/359129,MC165_box_204
,3,box,206,/locations/23652,/container_profiles/3,Open,MC165_add19,/repositories/3/archival_objects/359130,MC165_box_206
,3,box,210,/locations/23652,/container_profiles/3,Open,MC165_add20,/repositories/3/archival_objects/359133,MC165_box_210
,3,box,211,/locations/23652,/container_profiles/3,Open,MC165_add21,/repositories/3/archival_objects/359133,MC165_box_211
,3,box,215,/locations/23652,/container_profiles/3,Open,MC165_add22,/repositories/3/archival_objects/359137,MC165_box_215
,3,box,215A,/locations/23652,/container_profiles/3,Open,MC165_add23,/repositories/3/archival_objects/359137,MC165_box_215A
,3,box,251,/locations/23652,/container_profiles/3,Open,MC165_add24,/repositories/3/archival_objects/359149,MC165_box_251
,3,box,252,/locations/23652,/container_profiles/3,Open,MC165_add25,/repositories/3/archival_objects/359149,MC165_box_252
,3,box,256,/locations/23652,/container_profiles/3,Open,MC165_add26,/repositories/3/archival_objects/359150,MC165_box_256
,3,box,257,/locations/23652,/container_profiles/3,Open,MC165_add27,/repositories/3/archival_objects/359150,MC165_box_257
,3,box,259,/locations/23652,/container_profiles/3,Open,MC165_add28,/repositories/3/archival_objects/359151,MC165_box_259
,3,box,260,/locations/23652,/container_profiles/3,Open,MC165_add29,/repositories/3/archival_objects/359151,MC165_box_260
,3,box,264,/locations/23652,/container_profiles/3,Open,MC165_add30,/repositories/3/archival_objects/359153,MC165_box_264
,3,box,266,/locations/23652,/container_profiles/3,Open,MC165_add31,/repositories/3/archival_objects/359154,MC165_box_266
,3,box,267,/locations/23652,/container_profiles/3,Open,MC165_add32,/repositories/3/archival_objects/359154,MC165_box_267
,3,box,271,/locations/23652,/container_profiles/3,Open,MC165_add33,/repositories/3/archival_objects/359155,MC165_box_271
,3,box,277,/locations/23652,/container_profiles/3,Open,MC165_add34,/repositories/3/archival_objects/359156,MC165_box_277
,3,box,278,/locations/23652,/container_profiles/3,Open,MC165_add35,/repositories/3/archival_objects/359156,MC165_box_278
,3,box,284,/locations/23652,/container_profiles/3,Open,MC165_add36,/repositories/3/archival_objects/359160,MC165_box_284
,3,box,287,/locations/23652,/container_profiles/3,Open,MC165_add37,/repositories/3/archival_objects/359162,MC165_box_287
,3,box,301,/locations/23652,/container_profiles/3,Open,MC165_add38,/repositories/3/archival_objects/359167,MC165_box_301
,3,box,302,/locations/23652,/container_profiles/3,Open,MC165_add39,/repositories/3/archival_objects/359167,MC165_box_302
,3,box,307,/locations/23652,/container_profiles/3,Open,MC165_add40,/repositories/3/archival_objects/359169,MC165_box_307
,3,box,309,/locations/23652,/container_profiles/3,Open,MC165_add41,/repositories/3/archival_objects/359170,MC165_box_309
,3,box,311,/locations/23652,/container_profiles/3,Open,MC165_add42,/repositories/3/archival_objects/359171,MC165_box_311
,3,box,328,/locations/23652,/container_profiles/3,Open,MC165_add43,/repositories/3/archival_objects/359187,MC165_box_328
,3,box,329,/locations/23652,/container_profiles/3,Open,MC165_add44,/repositories/3/archival_objects/359187,MC165_box_329
,3,box,332,/locations/23652,/container_profiles/3,Open,MC165_add45,/repositories/3/archival_objects/359189,MC165_box_332
,3,box,339,/locations/23652,/container_profiles/3,Open,MC165_add46,/repositories/3/archival_objects/359195,MC165_box_339
,3,box,341,/locations/23652,/container_profiles/3,Open,MC165_add47,/repositories/3/archival_objects/359196,MC165_box_341
,3,box,342,/locations/23652,/container_profiles/3,Open,MC165_add48,/repositories/3/archival_objects/359196,MC165_box_342
,3,box,358,/locations/23652,/container_profiles/3,Open,MC165_add49,/repositories/3/archival_objects/359210,MC165_box_358
,3,box,359,/locations/23652,/container_profiles/3,Open,MC165_add50,/repositories/3/archival_objects/359210,MC165_box_359
,3,box,380,/locations/23652,/container_profiles/3,Open,MC165_add51,/repositories/3/archival_objects/359230,MC165_box_380
,3,box,381,/locations/23652,/container_profiles/3,Open,MC165_add52,/repositories/3/archival_objects/359230,MC165_box_381
,3,box,413,/locations/23652,/container_profiles/3,Open,MC165_add53,/repositories/3/archival_objects/359259,MC165_box_413
,3,box,418,/locations/23652,/container_profiles/3,Open,MC165_add54,/repositories/3/archival_objects/359263,MC165_box_418
,3,box,421,/locations/23652,/container_profiles/3,Open,MC165_add55,/repositories/3/archival_objects/359265,MC165_box_421
,3,box,422,/locations/23652,/container_profiles/3,Open,MC165_add56,/repositories/3/archival_objects/359265,MC165_box_422
,3,box,426,/locations/23652,/container_profiles/3,Open,MC165_add57,/repositories/3/archival_objects/359266,MC165_box_426
,3,box,427,/locations/23652,/container_profiles/3,Open,MC165_add58,/repositories/3/archival_objects/359266,MC165_box_427
,3,box,463,/locations/23652,/container_profiles/3,Open,MC165_add59,/repositories/3/archival_objects/359290,MC165_box_463
,3,box,464,/locations/23652,/container_profiles/3,Open,MC165_add60,/repositories/3/archival_objects/359290,MC165_box_464
,3,box,466,/locations/23652,/container_profiles/3,Open,MC165_add61,/repositories/3/archival_objects/359291,MC165_box_466
,3,box,468,/locations/23652,/container_profiles/3,Open,MC165_add62,/repositories/3/archival_objects/359292,MC165_box_468
,3,box,479,/locations/23652,/container_profiles/3,Open,MC165_add63,/repositories/3/archival_objects/359302,MC165_box_479
,3,box,482,/locations/23652,/container_profiles/3,Open,MC165_add64,/repositories/3/archival_objects/359304,MC165_box_482
,3,box,484,/locations/23652,/container_profiles/3,Open,MC165_add65,/repositories/3/archival_objects/359305,MC165_box_484
,3,box,485,/locations/23652,/container_profiles/3,Open,MC165_add66,/repositories/3/archival_objects/359305,MC165_box_485
,3,box,488,/locations/23652,/container_profiles/3,Open,MC165_add67,/repositories/3/archival_objects/359307,MC165_box_488
,3,box,490,/locations/23652,/container_profiles/3,Open,MC165_add68,/repositories/3/archival_objects/359308,MC165_box_490
,3,box,491,/locations/23652,/container_profiles/3,Open,MC165_add69,/repositories/3/archival_objects/359308,MC165_box_491
,3,box,496,/locations/23652,/container_profiles/3,Open,MC165_add70,/repositories/3/archival_objects/359310,MC165_box_496
,3,box,520,/locations/23652,/container_profiles/3,Open,MC165_add71,/repositories/3/archival_objects/359319,MC165_box_520
,3,box,521,/locations/23652,/container_profiles/3,Open,MC165_add72,/repositories/3/archival_objects/359319,MC165_box_521
,3,box,26,/locations/23652,/container_profiles/3,Open,MC175_add73,/repositories/3/archival_objects/364457,MC175_box_26
,3,box,27,/locations/23652,/container_profiles/3,Open,MC175_add74,/repositories/3/archival_objects/364457,MC175_box_27
,3,box,31,/locations/23652,/container_profiles/3,Open,MC175_add75,/repositories/3/archival_objects/364458,MC175_box_31
,3,box,34,/locations/23652,/container_profiles/3,Open,MC175_add76,/repositories/3/archival_objects/364459,MC175_box_34
,3,box,38,/locations/23652,/container_profiles/3,Open,MC175_add77,/repositories/3/archival_objects/364462,MC175_box_38
,3,box,39,/locations/23652,/container_profiles/3,Open,MC175_add78,/repositories/3/archival_objects/364462,MC175_box_39
,3,box,80,/locations/23652,/container_profiles/3,Open,MC175_add79,/repositories/3/archival_objects/364467,MC175_box_80
,3,box,82,/locations/23652,/container_profiles/3,Open,MC175_add80,/repositories/3/archival_objects/364468,MC175_box_82
,3,box,83,/locations/23652,/container_profiles/3,Open,MC175_add81,/repositories/3/archival_objects/364468,MC175_box_83
,3,box,85,/locations/23652,/container_profiles/3,Open,MC175_add82,/repositories/3/archival_objects/364469,MC175_box_85
,3,box,86,/locations/23652,/container_profiles/3,Open,MC175_add83,/repositories/3/archival_objects/364469,MC175_box_86
,3,box,704,/locations/23649,/container_profiles/3,Open,MC178_add84,/repositories/3/archival_objects/364651,MC178_box_704
,3,box,706,/locations/23649,/container_profiles/3,Open,MC178_add85,/repositories/3/archival_objects/364652,MC178_box_706
,3,box,707,/locations/23649,/container_profiles/3,Open,MC178_add86,/repositories/3/archival_objects/364652,MC178_box_707
,3,box,723,/locations/23649,/container_profiles/3,Open,MC178_add87,/repositories/3/archival_objects/364655,MC178_box_723
,3,box,43,/locations/23649,/container_profiles/3,Open,MC178_add88,/repositories/3/archival_objects/364792,MC178_box_43
,3,box,464,/locations/23649,/container_profiles/3,Open,MC178_add89,/repositories/3/archival_objects/365289,MC178_box_464
,3,box,465,/locations/23649,/container_profiles/3,Open,MC178_add90,/repositories/3/archival_objects/365289,MC178_box_465
,3,box,487,/locations/23649,/container_profiles/3,Open,MC178_add91,/repositories/3/archival_objects/365290,MC178_box_487
,3,box,493,/locations/23649,/container_profiles/3,Open,MC178_add92,/repositories/3/archival_objects/365296,MC178_box_493
,3,box,495,/locations/23649,/container_profiles/3,Open,MC178_add93,/repositories/3/archival_objects/365297,MC178_box_495
,3,box,497,/locations/23649,/container_profiles/3,Open,MC178_add94,/repositories/3/archival_objects/365298,MC178_box_497
,3,box,498,/locations/23649,/container_profiles/3,Open,MC178_add95,/repositories/3/archival_objects/365298,MC178_box_498
,3,box,509,/locations/23649,/container_profiles/3,Open,MC178_add96,/repositories/3/archival_objects/365299,MC178_box_509
,3,box,511,/locations/23649,/container_profiles/3,Open,MC178_add97,/repositories/3/archival_objects/365300,MC178_box_511
,3,box,512,/locations/23649,/container_profiles/3,Open,MC178_add98,/repositories/3/archival_objects/365300,MC178_box_512
,3,box,521,/locations/23649,/container_profiles/3,Open,MC178_add99,/repositories/3/archival_objects/365301,MC178_box_521
,3,box,522,/locations/23649,/container_profiles/3,Open,MC178_add100,/repositories/3/archival_objects/365301,MC178_box_522
,3,box,664,/locations/23649,/container_profiles/3,Open,MC178_add101,/repositories/3/archival_objects/365304,MC178_box_664
,3,box,665,/locations/23649,/container_profiles/3,Open,MC178_add102,/repositories/3/archival_objects/365304,MC178_box_665
,3,box,673,/locations/23649,/container_profiles/3,Open,MC178_add103,/repositories/3/archival_objects/365305,MC178_box_673
,3,box,674,/locations/23649,/container_profiles/3,Open,MC178_add104,/repositories/3/archival_objects/365305,MC178_box_674
,3,box,685,/locations/23649,/container_profiles/3,Open,MC178_add105,/repositories/3/archival_objects/365311,MC178_box_685
,3,box,712,/locations/23649,/container_profiles/3,Open,MC178_add106,/repositories/3/archival_objects/365325,MC178_box_712
,3,box,5712,/locations/23649,/container_profiles/3,Review,MC001.03.01_add107,/repositories/3/archival_objects/405057,MC001.03.01_box_5712
,3,box,5713,/locations/23649,/container_profiles/3,Review,MC001.03.01_add108,/repositories/3/archival_objects/405057,MC001.03.01_box_5713
,3,box,5716,/locations/23649,/container_profiles/3,Review,MC001.03.01_add109,/repositories/3/archival_objects/405058,MC001.03.01_box_5716
,3,box,5717,/locations/23649,/container_profiles/3,Review,MC001.03.01_add110,/repositories/3/archival_objects/405058,MC001.03.01_box_5717
,3,box,29,/locations/23649,/container_profiles/3,Open,MC047_add111,/repositories/3/archival_objects/520202,MC047_box_29
,3,box,31,/locations/23649,/container_profiles/3,Open,MC047_add112,/repositories/3/archival_objects/520215,MC047_box_31
,3,box,32,/locations/23649,/container_profiles/3,Open,MC047_add113,/repositories/3/archival_objects/520215,MC047_box_32
,3,box,34,/locations/23649,/container_profiles/3,Open,MC047_add114,/repositories/3/archival_objects/520216,MC047_box_34
,3,box,36,/locations/23649,/container_profiles/3,Open,MC047_add115,/repositories/3/archival_objects/520217,MC047_box_36
,3,box,37,/locations/23649,/container_profiles/3,Open,MC047_add116,/repositories/3/archival_objects/520217,MC047_box_37
,3,box,6,/locations/23649,/container_profiles/3,Open,MC047_add117,/repositories/3/archival_objects/520227,MC047_box_6
,3,box,7,/locations/23649,/container_profiles/3,Open,MC047_add118,/repositories/3/archival_objects/520227,MC047_box_7
,3,box,13,/locations/23649,/container_profiles/3,Open,MC047_add119,/repositories/3/archival_objects/520233,MC047_box_13
,3,box,14,/locations/23649,/container_profiles/3,Open,MC047_add120,/repositories/3/archival_objects/520233,MC047_box_14
,3,box,21 (2 of 2),/locations/23649,/container_profiles/3,Open,MC049_add121,/repositories/3/archival_objects/520529,MC049_box_21 (2 of 2)
,3,box,425,/locations/23649,/container_profiles/3,Open,MC006_add122,/repositories/3/archival_objects/520753,MC006_box_425
,3,box,426,/locations/23649,/container_profiles/3,Open,MC006_add123,/repositories/3/archival_objects/520753,MC006_box_426
,3,box,431,/locations/23649,/container_profiles/3,Open,MC006_add124,/repositories/3/archival_objects/520760,MC006_box_431
,3,box,448,/locations/23649,/container_profiles/3,Open,MC006_add125,/repositories/3/archival_objects/520777,MC006_box_448
,3,box,538,/locations/23649,/container_profiles/3,Open,MC006_add126,/repositories/3/archival_objects/520869,MC006_box_538
,3,box,718,/locations/23649,/container_profiles/3,Open,MC006_add127,"/repositories/3/archival_objects/520994, /repositories/3/archival_objects/520995, /repositories/3/archival_objects/520996, /repositories/3/archival_objects/520997, /repositories/3/archival_objects/520998, /repositories/3/archival_objects/520999, /repositories/3/archival_objects/521000, /repositories/3/archival_objects/521001, /repositories/3/archival_objects/521002, /repositories/3/archival_objects/521003, /repositories/3/archival_objects/521004, /repositories/3/archival_objects/521005, /repositories/3/archival_objects/521006, /repositories/3/archival_objects/521007, /repositories/3/archival_objects/521008, /repositories/3/archival_objects/521009, /repositories/3/archival_objects/521010, /repositories/3/archival_objects/521011, /repositories/3/archival_objects/521012, /repositories/3/archival_objects/521013, /repositories/3/archival_objects/521014, /repositories/3/archival_objects/521015, /repositories/3/archival_objects/521016, /repositories/3/archival_objects/521017, /repositories/3/archival_objects/521018, /repositories/3/archival_objects/521019, /repositories/3/archival_objects/521020, /repositories/3/archival_objects/521021, /repositories/3/archival_objects/521022, /repositories/3/archival_objects/521023, /repositories/3/archival_objects/521024, /repositories/3/archival_objects/521025, /repositories/3/archival_objects/521026, /repositories/3/archival_objects/521027, /repositories/3/archival_objects/521028, /repositories/3/archival_objects/521029, /repositories/3/archival_objects/521030, /repositories/3/archival_objects/521031, /repositories/3/archival_objects/521032, /repositories/3/archival_objects/521033, /repositories/3/archival_objects/521034, /repositories/3/archival_objects/521035, /repositories/3/archival_objects/521036, /repositories/3/archival_objects/521037, /repositories/3/archival_objects/521038, /repositories/3/archival_objects/521039, /repositories/3/archival_objects/521040, /repositories/3/archival_objects/521041, /repositories/3/archival_objects/521042, /repositories/3/archival_objects/521043, /repositories/3/archival_objects/521044, /repositories/3/archival_objects/521045, /repositories/3/archival_objects/521046, /repositories/3/archival_objects/521047, /repositories/3/archival_objects/521048, /repositories/3/archival_objects/521049, /repositories/3/archival_objects/521050, /repositories/3/archival_objects/521051, /repositories/3/archival_objects/521052, /repositories/3/archival_objects/521053, /repositories/3/archival_objects/521054, /repositories/3/archival_objects/521055, /repositories/3/archival_objects/521056, /repositories/3/archival_objects/521057, /repositories/3/archival_objects/521058, /repositories/3/archival_objects/521059, /repositories/3/archival_objects/521060, /repositories/3/archival_objects/521061, /repositories/3/archival_objects/521062, /repositories/3/archival_objects/521063, /repositories/3/archival_objects/521064, /repositories/3/archival_objects/521065",MC006_box_718
,3,box,719,/locations/23649,/container_profiles/3,Open,MC006_add128,"/repositories/3/archival_objects/520994, /repositories/3/archival_objects/520995, /repositories/3/archival_objects/520996, /repositories/3/archival_objects/520997, /repositories/3/archival_objects/520998, /repositories/3/archival_objects/520999, /repositories/3/archival_objects/521000, /repositories/3/archival_objects/521001, /repositories/3/archival_objects/521002, /repositories/3/archival_objects/521003, /repositories/3/archival_objects/521004, /repositories/3/archival_objects/521005, /repositories/3/archival_objects/521006, /repositories/3/archival_objects/521007, /repositories/3/archival_objects/521008, /repositories/3/archival_objects/521009, /repositories/3/archival_objects/521010, /repositories/3/archival_objects/521011, /repositories/3/archival_objects/521012, /repositories/3/archival_objects/521013, /repositories/3/archival_objects/521014, /repositories/3/archival_objects/521015, /repositories/3/archival_objects/521016, /repositories/3/archival_objects/521017, /repositories/3/archival_objects/521018, /repositories/3/archival_objects/521019, /repositories/3/archival_objects/521020, /repositories/3/archival_objects/521021, /repositories/3/archival_objects/521022, /repositories/3/archival_objects/521023, /repositories/3/archival_objects/521024, /repositories/3/archival_objects/521025, /repositories/3/archival_objects/521026, /repositories/3/archival_objects/521027, /repositories/3/archival_objects/521028, /repositories/3/archival_objects/521029, /repositories/3/archival_objects/521030, /repositories/3/archival_objects/521031, /repositories/3/archival_objects/521032, /repositories/3/archival_objects/521033, /repositories/3/archival_objects/521034, /repositories/3/archival_objects/521035, /repositories/3/archival_objects/521036, /repositories/3/archival_objects/521037, /repositories/3/archival_objects/521038, /repositories/3/archival_objects/521039, /repositories/3/archival_objects/521040, /repositories/3/archival_objects/521041, /repositories/3/archival_objects/521042, /repositories/3/archival_objects/521043, /repositories/3/archival_objects/521044, /repositories/3/archival_objects/521045, /repositories/3/archival_objects/521046, /repositories/3/archival_objects/521047, /repositories/3/archival_objects/521048, /repositories/3/archival_objects/521049, /repositories/3/archival_objects/521050, /repositories/3/archival_objects/521051, /repositories/3/archival_objects/521052, /repositories/3/archival_objects/521053, /repositories/3/archival_objects/521054, /repositories/3/archival_objects/521055, /repositories/3/archival_objects/521056, /repositories/3/archival_objects/521057, /repositories/3/archival_objects/521058, /repositories/3/archival_objects/521059, /repositories/3/archival_objects/521060, /repositories/3/archival_objects/521061, /repositories/3/archival_objects/521062, /repositories/3/archival_objects/521063, /repositories/3/archival_objects/521064, /repositories/3/archival_objects/521065",MC006_box_719
,3,box,729,/locations/23649,/container_profiles/3,Open,MC006_add129,/repositories/3/archival_objects/521070,MC006_box_729
,3,box,732,/locations/23649,/container_profiles/3,Open,MC006_add130,"/repositories/3/archival_objects/521103, /repositories/3/archival_objects/521104, /repositories/3/archival_objects/521105, /repositories/3/archival_objects/521106, /repositories/3/archival_objects/521107, /repositories/3/archival_objects/521108, /repositories/3/archival_objects/521109, /repositories/3/archival_objects/521110, /repositories/3/archival_objects/521111, /repositories/3/archival_objects/521112, /repositories/3/archival_objects/521113, /repositories/3/archival_objects/521114, /repositories/3/archival_objects/521115, /repositories/3/archival_objects/521116, /repositories/3/archival_objects/521117, /repositories/3/archival_objects/521118, /repositories/3/archival_objects/521119, /repositories/3/archival_objects/521120, /repositories/3/archival_objects/521121, /repositories/3/archival_objects/521122, /repositories/3/archival_objects/521123, /repositories/3/archival_objects/521124, /repositories/3/archival_objects/521125, /repositories/3/archival_objects/521126, /repositories/3/archival_objects/521127, /repositories/3/archival_objects/521128, /repositories/3/archival_objects/521129, /repositories/3/archival_objects/521130, /repositories/3/archival_objects/521131, /repositories/3/archival_objects/521132, /repositories/3/archival_objects/521133, /repositories/3/archival_objects/521134, /repositories/3/archival_objects/521135, /repositories/3/archival_objects/521136, /repositories/3/archival_objects/521137, /repositories/3/archival_objects/521138, /repositories/3/archival_objects/521139, /repositories/3/archival_objects/521140, /repositories/3/archival_objects/521141, /repositories/3/archival_objects/521142, /repositories/3/archival_objects/521143, /repositories/3/archival_objects/521144, /repositories/3/archival_objects/521145, /repositories/3/archival_objects/521146, /repositories/3/archival_objects/521147, /repositories/3/archival_objects/521148, /repositories/3/archival_objects/521149, /repositories/3/archival_objects/521150, /repositories/3/archival_objects/521151, /repositories/3/archival_objects/521152, /repositories/3/archival_objects/521153, /repositories/3/archival_objects/521154, /repositories/3/archival_objects/521155, /repositories/3/archival_objects/521156, /repositories/3/archival_objects/521157, /repositories/3/archival_objects/521158, /repositories/3/archival_objects/521159, /repositories/3/archival_objects/521160, /repositories/3/archival_objects/521161, /repositories/3/archival_objects/521162, /repositories/3/archival_objects/521163, /repositories/3/archival_objects/521164, /repositories/3/archival_objects/521165, /repositories/3/archival_objects/521166, /repositories/3/archival_objects/521167, /repositories/3/archival_objects/521168, /repositories/3/archival_objects/521169, /repositories/3/archival_objects/521170, /repositories/3/archival_objects/521171, /repositories/3/archival_objects/521172, /repositories/3/archival_objects/521173, /repositories/3/archival_objects/521174, /repositories/3/archival_objects/521175, /repositories/3/archival_objects/521176, /repositories/3/archival_objects/521177, /repositories/3/archival_objects/521178, /repositories/3/archival_objects/521179, /repositories/3/archival_objects/521180, /repositories/3/archival_objects/521181, /repositories/3/archival_objects/521182, /repositories/3/archival_objects/521183, /repositories/3/archival_objects/521184, /repositories/3/archival_objects/521185, /repositories/3/archival_objects/521186, /repositories/3/archival_objects/521187, /repositories/3/archival_objects/521188",MC006_box_732
,3,box,733,/locations/23649,/container_profiles/3,Open,MC006_add131,"/repositories/3/archival_objects/521103, /repositories/3/archival_objects/521104, /repositories/3/archival_objects/521105, /repositories/3/archival_objects/521106, /repositories/3/archival_objects/521107, /repositories/3/archival_objects/521108, /repositories/3/archival_objects/521109, /repositories/3/archival_objects/521110, /repositories/3/archival_objects/521111, /repositories/3/archival_objects/521112, /repositories/3/archival_objects/521113, /repositories/3/archival_objects/521114, /repositories/3/archival_objects/521115, /repositories/3/archival_objects/521116, /repositories/3/archival_objects/521117, /repositories/3/archival_objects/521118, /repositories/3/archival_objects/521119, /repositories/3/archival_objects/521120, /repositories/3/archival_objects/521121, /repositories/3/archival_objects/521122, /repositories/3/archival_objects/521123, /repositories/3/archival_objects/521124, /repositories/3/archival_objects/521125, /repositories/3/archival_objects/521126, /repositories/3/archival_objects/521127, /repositories/3/archival_objects/521128, /repositories/3/archival_objects/521129, /repositories/3/archival_objects/521130, /repositories/3/archival_objects/521131, /repositories/3/archival_objects/521132, /repositories/3/archival_objects/521133, /repositories/3/archival_objects/521134, /repositories/3/archival_objects/521135, /repositories/3/archival_objects/521136, /repositories/3/archival_objects/521137, /repositories/3/archival_objects/521138, /repositories/3/archival_objects/521139, /repositories/3/archival_objects/521140, /repositories/3/archival_objects/521141, /repositories/3/archival_objects/521142, /repositories/3/archival_objects/521143, /repositories/3/archival_objects/521144, /repositories/3/archival_objects/521145, /repositories/3/archival_objects/521146, /repositories/3/archival_objects/521147, /repositories/3/archival_objects/521148, /repositories/3/archival_objects/521149, /repositories/3/archival_objects/521150, /repositories/3/archival_objects/521151, /repositories/3/archival_objects/521152, /repositories/3/archival_objects/521153, /repositories/3/archival_objects/521154, /repositories/3/archival_objects/521155, /repositories/3/archival_objects/521156, /repositories/3/archival_objects/521157, /repositories/3/archival_objects/521158, /repositories/3/archival_objects/521159, /repositories/3/archival_objects/521160, /repositories/3/archival_objects/521161, /repositories/3/archival_objects/521162, /repositories/3/archival_objects/521163, /repositories/3/archival_objects/521164, /repositories/3/archival_objects/521165, /repositories/3/archival_objects/521166, /repositories/3/archival_objects/521167, /repositories/3/archival_objects/521168, /repositories/3/archival_objects/521169, /repositories/3/archival_objects/521170, /repositories/3/archival_objects/521171, /repositories/3/archival_objects/521172, /repositories/3/archival_objects/521173, /repositories/3/archival_objects/521174, /repositories/3/archival_objects/521175, /repositories/3/archival_objects/521176, /repositories/3/archival_objects/521177, /repositories/3/archival_objects/521178, /repositories/3/archival_objects/521179, /repositories/3/archival_objects/521180, /repositories/3/archival_objects/521181, /repositories/3/archival_objects/521182, /repositories/3/archival_objects/521183, /repositories/3/archival_objects/521184, /repositories/3/archival_objects/521185, /repositories/3/archival_objects/521186, /repositories/3/archival_objects/521187, /repositories/3/archival_objects/521188",MC006_box_733
